Module,Part,Question,comment,Program,Qn,section,module,C_N,Score,Description
Three,Service Delivery Standards,"Q2. Has the organization adopted recognized international, national standard operating procedures for HIV service delivery?","ROM: ""National consolidated guidelines, Uganda clinical guidelines, revised annually.""
UCMB: ""Use MOH and PEPFAR SOPs, national guidelines, custom SOPs developed by UCMB technical teams.""
UPMB: ""Follow WHO guidelines and MOH SOPs.""
UMMB: ""National guidelines, WHO guidance.""
AIC: ""National guidelines, WHO guidance.""",UMMB,2,1,3,3_1_2,5,"SOPs exist, up to date, aligned with national and international guidelines, used often and served as a model for others"
Three,Service Delivery Standards,"Q2. Has the organization adopted recognized international, national standard operating procedures for HIV service delivery?","ROM: ""National consolidated guidelines, Uganda clinical guidelines, revised annually.""
UCMB: ""Use MOH and PEPFAR SOPs, national guidelines, custom SOPs developed by UCMB technical teams.""
UPMB: ""Follow WHO guidelines and MOH SOPs.""
UMMB: ""National guidelines, WHO guidance.""
AIC: ""National guidelines, WHO guidance.""",AIC,2,1,3,3_1_2,5,"SOPs exist, up to date, aligned with national and international guidelines, used often and served as a model for others"
Three,Service Delivery Standards,Q3. The process whereby C&T beneficiaries are selected,"ROM: ""Guidelines are specific to services provided, including gender-specific and national guidelines.""
UCMB: ""Based on client needs and national guidelines.""
UPMB: ""Dependent on client status and national guidelines.""
UMMB: ""Based on individual needs, triage system, community involvement.""
AIC: ""Based on guidelines, triage system, community involvement.""",ROM,3,1,3,3_1_3,5,"Specific guidelines on selection of beneficiaries exist, integrates full community involvement and are used always"
Three,Service Delivery Standards,Q3. The process whereby C&T beneficiaries are selected,"ROM: ""Guidelines are specific to services provided, including gender-specific and national guidelines.""
UCMB: ""Based on client needs and national guidelines.""
UPMB: ""Dependent on client status and national guidelines.""
UMMB: ""Based on individual needs, triage system, community involvement.""
AIC: ""Based on guidelines, triage system, community involvement.""",UCMB,3,1,3,3_1_3,5,"Specific guidelines on selection of beneficiaries exist, integrates full community involvement and are used always"
Three,Service Delivery Standards,Q3. The process whereby C&T beneficiaries are selected,"ROM: ""Guidelines are specific to services provided, including gender-specific and national guidelines.""
UCMB: ""Based on client needs and national guidelines.""
UPMB: ""Dependent on client status and national guidelines.""
UMMB: ""Based on individual needs, triage system, community involvement.""
AIC: ""Based on guidelines, triage system, community involvement.""",UPMB,3,1,3,3_1_3,4,"Guidelines on selection of beneficiaries exist, includes some community involvement and are used often"
Three,Service Delivery Standards,Q3. The process whereby C&T beneficiaries are selected,"ROM: ""Guidelines are specific to services provided, including gender-specific and national guidelines.""
UCMB: ""Based on client needs and national guidelines.""
UPMB: ""Dependent on client status and national guidelines.""
UMMB: ""Based on individual needs, triage system, community involvement.""
AIC: ""Based on guidelines, triage system, community involvement.""",UMMB,3,1,3,3_1_3,5,"Specific guidelines on selection of beneficiaries exist, integrates full community involvement and are used always"
Three,Service Delivery Standards,Q3. The process whereby C&T beneficiaries are selected,"ROM: ""Guidelines are specific to services provided, including gender-specific and national guidelines.""
UCMB: ""Based on client needs and national guidelines.""
UPMB: ""Dependent on client status and national guidelines.""
UMMB: ""Based on individual needs, triage system, community involvement.""
AIC: ""Based on guidelines, triage system, community involvement.""",AIC,3,1,3,3_1_3,5,"Specific guidelines on selection of beneficiaries exist, integrates full community involvement and are used always"
Three,Service Delivery Standards,Q4. Activities/process towards minimizing stigma/discrimination in C&T activities,"ROM: ""Safeguarding policy, confidentiality agreements, differentiated care services.""
UCMB: ""Policies to minimize stigma, client charter, confidentiality protocols.""
UPMB: ""Peers provide pre and post counseling, treatment literacy.""
UMMB: ""Patient charter, peer groups, community drug distribution points.""
AIC: ""Patient charter, peer groups, community involvement, non-discriminatory directives.""",ROM,4,1,3,3_1_4,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q4. Activities/process towards minimizing stigma/discrimination in C&T activities,"ROM: ""Safeguarding policy, confidentiality agreements, differentiated care services.""
UCMB: ""Policies to minimize stigma, client charter, confidentiality protocols.""
UPMB: ""Peers provide pre and post counseling, treatment literacy.""
UMMB: ""Patient charter, peer groups, community drug distribution points.""
AIC: ""Patient charter, peer groups, community involvement, non-discriminatory directives.""",UCMB,4,1,3,3_1_4,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q4. Activities/process towards minimizing stigma/discrimination in C&T activities,"ROM: ""Safeguarding policy, confidentiality agreements, differentiated care services.""
UCMB: ""Policies to minimize stigma, client charter, confidentiality protocols.""
UPMB: ""Peers provide pre and post counseling, treatment literacy.""
UMMB: ""Patient charter, peer groups, community drug distribution points.""
AIC: ""Patient charter, peer groups, community involvement, non-discriminatory directives.""",UPMB,4,1,3,3_1_4,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q4. Activities/process towards minimizing stigma/discrimination in C&T activities,"ROM: ""Safeguarding policy, confidentiality agreements, differentiated care services.""
UCMB: ""Policies to minimize stigma, client charter, confidentiality protocols.""
UPMB: ""Peers provide pre and post counseling, treatment literacy.""
UMMB: ""Patient charter, peer groups, community drug distribution points.""
AIC: ""Patient charter, peer groups, community involvement, non-discriminatory directives.""",UMMB,4,1,3,3_1_4,3,Relevant protocols in place and used sometimes
Three,Service Delivery Standards,Q4. Activities/process towards minimizing stigma/discrimination in C&T activities,"ROM: ""Safeguarding policy, confidentiality agreements, differentiated care services.""
UCMB: ""Policies to minimize stigma, client charter, confidentiality protocols.""
UPMB: ""Peers provide pre and post counseling, treatment literacy.""
UMMB: ""Patient charter, peer groups, community drug distribution points.""
AIC: ""Patient charter, peer groups, community involvement, non-discriminatory directives.""",AIC,4,1,3,3_1_4,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q5. Activities/process towards addressing gender mainstreaming in HIV service delivery,"ROM: ""DREAMS, gender-specific interventions, use of Gender Power Tool and Score Card.""
UCMB: ""Provide gender services, GBV focal persons, community involvement.""
UPMB: ""Gender-focused document, disaggregate data, partner with other organizations.""
UMMB: ""Specific staff for gender mainstreaming, use national guidance and tools.""
AIC: ""Specific staff for gender mainstreaming, disaggregated data, national guidance.""",ROM,5,1,3,3_1_5,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q5. Activities/process towards addressing gender mainstreaming in HIV service delivery,"ROM: ""DREAMS, gender-specific interventions, use of Gender Power Tool and Score Card.""
UCMB: ""Provide gender services, GBV focal persons, community involvement.""
UPMB: ""Gender-focused document, disaggregate data, partner with other organizations.""
UMMB: ""Specific staff for gender mainstreaming, use national guidance and tools.""
AIC: ""Specific staff for gender mainstreaming, disaggregated data, national guidance.""",UCMB,5,1,3,3_1_5,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q5. Activities/process towards addressing gender mainstreaming in HIV service delivery,"ROM: ""DREAMS, gender-specific interventions, use of Gender Power Tool and Score Card.""
UCMB: ""Provide gender services, GBV focal persons, community involvement.""
UPMB: ""Gender-focused document, disaggregate data, partner with other organizations.""
UMMB: ""Specific staff for gender mainstreaming, use national guidance and tools.""
AIC: ""Specific staff for gender mainstreaming, disaggregated data, national guidance.""",UPMB,5,1,3,3_1_5,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q5. Activities/process towards addressing gender mainstreaming in HIV service delivery,"ROM: ""DREAMS, gender-specific interventions, use of Gender Power Tool and Score Card.""
UCMB: ""Provide gender services, GBV focal persons, community involvement.""
UPMB: ""Gender-focused document, disaggregate data, partner with other organizations.""
UMMB: ""Specific staff for gender mainstreaming, use national guidance and tools.""
AIC: ""Specific staff for gender mainstreaming, disaggregated data, national guidance.""",UMMB,5,1,3,3_1_5,2,Limited activities/processes 
Three,Service Delivery Standards,Q5. Activities/process towards addressing gender mainstreaming in HIV service delivery,"ROM: ""DREAMS, gender-specific interventions, use of Gender Power Tool and Score Card.""
UCMB: ""Provide gender services, GBV focal persons, community involvement.""
UPMB: ""Gender-focused document, disaggregate data, partner with other organizations.""
UMMB: ""Specific staff for gender mainstreaming, use national guidance and tools.""
AIC: ""Specific staff for gender mainstreaming, disaggregated data, national guidance.""",AIC,5,1,3,3_1_5,5,"Relevant protocols in place in consultation with community, continually assesses impact and used often"
Three,Service Delivery Standards,Q6. Provides services in a physical environment that conforms to national and international minimum standards,"ROM: ""Comprehensive document guiding minimum standards, some accredited labs.""
UCMB: ""Some new sites acquired, minimal standards maintained.""
UPMB: ""Some upcoming facilities need improvement, support from SUMS project.""
UMMB: ""Use infrastructure guidelines, need for confidentiality in HTS.""
AIC: ""Use national infrastructure guidelines, confidentiality needs improvement.""",ROM,6,1,3,3_1_6,3,Sufficient space for C&T and confidentiality
Three,Service Delivery Standards,Q6. Provides services in a physical environment that conforms to national and international minimum standards,"ROM: ""Comprehensive document guiding minimum standards, some accredited labs.""
UCMB: ""Some new sites acquired, minimal standards maintained.""
UPMB: ""Some upcoming facilities need improvement, support from SUMS project.""
UMMB: ""Use infrastructure guidelines, need for confidentiality in HTS.""
AIC: ""Use national infrastructure guidelines, confidentiality needs improvement.""",UCMB,6,1,3,3_1_6,5,Documented and defined minimum standards required for C&T space including confidentiality
Three,Service Delivery Standards,Q6. Provides services in a physical environment that conforms to national and international minimum standards,"ROM: ""Comprehensive document guiding minimum standards, some accredited labs.""
UCMB: ""Some new sites acquired, minimal standards maintained.""
UPMB: ""Some upcoming facilities need improvement, support from SUMS project.""
UMMB: ""Use infrastructure guidelines, need for confidentiality in HTS.""
AIC: ""Use national infrastructure guidelines, confidentiality needs improvement.""",UPMB,6,1,3,3_1_6,2,Limited space for C&T
Three,Service Delivery Standards,Q6. Provides services in a physical environment that conforms to national and international minimum standards,"ROM: ""Comprehensive document guiding minimum standards, some accredited labs.""
UCMB: ""Some new sites acquired, minimal standards maintained.""
UPMB: ""Some upcoming facilities need improvement, support from SUMS project.""
UMMB: ""Use infrastructure guidelines, need for confidentiality in HTS.""
AIC: ""Use national infrastructure guidelines, confidentiality needs improvement.""",UMMB,6,1,3,3_1_6,2,Limited space for C&T
Three,Service Delivery Standards,Q6. Provides services in a physical environment that conforms to national and international minimum standards,"ROM: ""Comprehensive document guiding minimum standards, some accredited labs.""
UCMB: ""Some new sites acquired, minimal standards maintained.""
UPMB: ""Some upcoming facilities need improvement, support from SUMS project.""
UMMB: ""Use infrastructure guidelines, need for confidentiality in HTS.""
AIC: ""Use national infrastructure guidelines, confidentiality needs improvement.""",AIC,6,1,3,3_1_6,3,Sufficient space for C&T and confidentiality
Three,Service Delivery Standards,Q7. Process employed in attracting users to services provided,"ROM: ""Community-based structure, use of peers, leverage existing community structures and churches.""
UCMB: ""Use VHTs, faith leaders, expert clients, CHWs, linkage facilitators.""
UPMB: ""Integrated QI in programs, boards and governance leadership from community.""
UMMB: ""Standard strategies and SOPs, community and faith leader involvement.""
AIC: ""Strategies and SOPs, community and faith leader involvement.""",ROM,7,1,3,3_1_7,5,Documented process in place that involves community in targeting clients and used always
Three,Service Delivery Standards,Q7. Process employed in attracting users to services provided,"ROM: ""Community-based structure, use of peers, leverage existing community structures and churches.""
UCMB: ""Use VHTs, faith leaders, expert clients, CHWs, linkage facilitators.""
UPMB: ""Integrated QI in programs, boards and governance leadership from community.""
UMMB: ""Standard strategies and SOPs, community and faith leader involvement.""
AIC: ""Strategies and SOPs, community and faith leader involvement.""",UCMB,7,1,3,3_1_7,5,Documented process in place that involves community in targeting clients and used always
Three,Service Delivery Standards,Q7. Process employed in attracting users to services provided,"ROM: ""Community-based structure, use of peers, leverage existing community structures and churches.""
UCMB: ""Use VHTs, faith leaders, expert clients, CHWs, linkage facilitators.""
UPMB: ""Integrated QI in programs, boards and governance leadership from community.""
UMMB: ""Standard strategies and SOPs, community and faith leader involvement.""
AIC: ""Strategies and SOPs, community and faith leader involvement.""",UPMB,7,1,3,3_1_7,5,Documented process in place that involves community in targeting clients and used always
Three,Service Delivery Standards,Q7. Process employed in attracting users to services provided,"ROM: ""Community-based structure, use of peers, leverage existing community structures and churches.""
UCMB: ""Use VHTs, faith leaders, expert clients, CHWs, linkage facilitators.""
UPMB: ""Integrated QI in programs, boards and governance leadership from community.""
UMMB: ""Standard strategies and SOPs, community and faith leader involvement.""
AIC: ""Strategies and SOPs, community and faith leader involvement.""",UMMB,7,1,3,3_1_7,3,Process in place that involves community in targeting clients and used sometimes
Three,Service Delivery Standards,Q7. Process employed in attracting users to services provided,"ROM: ""Community-based structure, use of peers, leverage existing community structures and churches.""
UCMB: ""Use VHTs, faith leaders, expert clients, CHWs, linkage facilitators.""
UPMB: ""Integrated QI in programs, boards and governance leadership from community.""
UMMB: ""Standard strategies and SOPs, community and faith leader involvement.""
AIC: ""Strategies and SOPs, community and faith leader involvement.""",AIC,7,1,3,3_1_7,5,Documented process in place that involves community in targeting clients and used always
Three,Service Delivery Standards,Q8. The extent to which the community is involved in the decision-making regarding services provided,"ROM: ""Annual general assembly, community involvement, client satisfaction surveys.""
UCMB: ""Patient satisfaction analysis, suggestion boxes, health unit management committee.""
UPMB: ""Community members involved in decision-making, regional management committees.""
UMMB: ""Consultative processes, community and CSO involvement.""
AIC: ""Community involvement in decision-making, consultative processes.""",ROM,8,1,3,3_1_8,5,Full community involvement with written protocols and feedback and review
Three,Service Delivery Standards,Q8. The extent to which the community is involved in the decision-making regarding services provided,"ROM: ""Annual general assembly, community involvement, client satisfaction surveys.""
UCMB: ""Patient satisfaction analysis, suggestion boxes, health unit management committee.""
UPMB: ""Community members involved in decision-making, regional management committees.""
UMMB: ""Consultative processes, community and CSO involvement.""
AIC: ""Community involvement in decision-making, consultative processes.""",UCMB,8,1,3,3_1_8,5,Full community involvement with written protocols and feedback and review
Three,Service Delivery Standards,Q8. The extent to which the community is involved in the decision-making regarding services provided,"ROM: ""Annual general assembly, community involvement, client satisfaction surveys.""
UCMB: ""Patient satisfaction analysis, suggestion boxes, health unit management committee.""
UPMB: ""Community members involved in decision-making, regional management committees.""
UMMB: ""Consultative processes, community and CSO involvement.""
AIC: ""Community involvement in decision-making, consultative processes.""",UPMB,8,1,3,3_1_8,5,Full community involvement with written protocols and feedback and review
Three,Service Delivery Standards,Q8. The extent to which the community is involved in the decision-making regarding services provided,"ROM: ""Annual general assembly, community involvement, client satisfaction surveys.""
UCMB: ""Patient satisfaction analysis, suggestion boxes, health unit management committee.""
UPMB: ""Community members involved in decision-making, regional management committees.""
UMMB: ""Consultative processes, community and CSO involvement.""
AIC: ""Community involvement in decision-making, consultative processes.""",UMMB,8,1,3,3_1_8,4,Some community involvement with regular feedback and review
Three,Service Delivery Standards,Q8. The extent to which the community is involved in the decision-making regarding services provided,"ROM: ""Annual general assembly, community involvement, client satisfaction surveys.""
UCMB: ""Patient satisfaction analysis, suggestion boxes, health unit management committee.""
UPMB: ""Community members involved in decision-making, regional management committees.""
UMMB: ""Consultative processes, community and CSO involvement.""
AIC: ""Community involvement in decision-making, consultative processes.""",AIC,8,1,3,3_1_8,4,Some community involvement with regular feedback and review
Three,Service Delivery Standards,Q9. Organization links with other service providers for the benefit of its clients,"ROM: ""Escorted referrals, MOUs with sub-grantees, stakeholder meetings.""
UCMB: ""Links with other organizations, capacity building by population council.""
UPMB: ""MOUs with CBOs and OVC partners.""
UMMB: ""Partnerships with other organizations and CSOs, MOUs.""
AIC: ""Partnerships with other organizations, stakeholder engagement plans.""",ROM,9,1,3,3_1_9,5,Integrated links with other services providers that meet the needs of all clients
Three,Service Delivery Standards,Q9. Organization links with other service providers for the benefit of its clients,"ROM: ""Escorted referrals, MOUs with sub-grantees, stakeholder meetings.""
UCMB: ""Links with other organizations, capacity building by population council.""
UPMB: ""MOUs with CBOs and OVC partners.""
UMMB: ""Partnerships with other organizations and CSOs, MOUs.""
AIC: ""Partnerships with other organizations, stakeholder engagement plans.""",UCMB,9,1,3,3_1_9,5,Integrated links with other services providers that meet the needs of all clients
Three,Service Delivery Standards,Q9. Organization links with other service providers for the benefit of its clients,"ROM: ""Escorted referrals, MOUs with sub-grantees, stakeholder meetings.""
UCMB: ""Links with other organizations, capacity building by population council.""
UPMB: ""MOUs with CBOs and OVC partners.""
UMMB: ""Partnerships with other organizations and CSOs, MOUs.""
AIC: ""Partnerships with other organizations, stakeholder engagement plans.""",UPMB,9,1,3,3_1_9,5,Integrated links with other services providers that meet the needs of all clients
Three,Service Delivery Standards,Q9. Organization links with other service providers for the benefit of its clients,"ROM: ""Escorted referrals, MOUs with sub-grantees, stakeholder meetings.""
UCMB: ""Links with other organizations, capacity building by population council.""
UPMB: ""MOUs with CBOs and OVC partners.""
UMMB: ""Partnerships with other organizations and CSOs, MOUs.""
AIC: ""Partnerships with other organizations, stakeholder engagement plans.""",UMMB,9,1,3,3_1_9,3,"Formal links with specific service providers, that meet the needs of some clients"
Three,Service Delivery Standards,Q9. Organization links with other service providers for the benefit of its clients,"ROM: ""Escorted referrals, MOUs with sub-grantees, stakeholder meetings.""
UCMB: ""Links with other organizations, capacity building by population council.""
UPMB: ""MOUs with CBOs and OVC partners.""
UMMB: ""Partnerships with other organizations and CSOs, MOUs.""
AIC: ""Partnerships with other organizations, stakeholder engagement plans.""",AIC,9,1,3,3_1_9,5,Integrated links with other services providers that meet the needs of all clients
Three,Service Delivery Standards,Q10. Internal skills building conducted by the organization,"ROM: ""QI technical skills building, weekly CMEs, annual HR training.""
UCMB: ""MOH opportunities, CDC training, senior technical advisor identifies gaps.""
UPMB: ""CMEs, performance appraisals, scholarship programs.""
UMMB: ""Training assessments, performance management, on-the-job training.""
AIC: ""Training assessments, on-the-job training, capacity building plans.""",ROM,10,1,3,3_1_10,4,"Formal skills building activities for specific staff, occurs regularly"
Three,Service Delivery Standards,Q10. Internal skills building conducted by the organization,"ROM: ""QI technical skills building, weekly CMEs, annual HR training.""
UCMB: ""MOH opportunities, CDC training, senior technical advisor identifies gaps.""
UPMB: ""CMEs, performance appraisals, scholarship programs.""
UMMB: ""Training assessments, performance management, on-the-job training.""
AIC: ""Training assessments, on-the-job training, capacity building plans.""",UCMB,10,1,3,3_1_10,5,"Documented formal skills building activities for specific staff, occurs always"
Three,Service Delivery Standards,Q10. Internal skills building conducted by the organization,"ROM: ""QI technical skills building, weekly CMEs, annual HR training.""
UCMB: ""MOH opportunities, CDC training, senior technical advisor identifies gaps.""
UPMB: ""CMEs, performance appraisals, scholarship programs.""
UMMB: ""Training assessments, performance management, on-the-job training.""
AIC: ""Training assessments, on-the-job training, capacity building plans.""",UPMB,10,1,3,3_1_10,4,"Formal skills building activities for specific staff, occurs regularly"
Three,Service Delivery Standards,Q10. Internal skills building conducted by the organization,"ROM: ""QI technical skills building, weekly CMEs, annual HR training.""
UCMB: ""MOH opportunities, CDC training, senior technical advisor identifies gaps.""
UPMB: ""CMEs, performance appraisals, scholarship programs.""
UMMB: ""Training assessments, performance management, on-the-job training.""
AIC: ""Training assessments, on-the-job training, capacity building plans.""",UMMB,10,1,3,3_1_10,2,Informal skills building activities 
Three,Service Delivery Standards,Q10. Internal skills building conducted by the organization,"ROM: ""QI technical skills building, weekly CMEs, annual HR training.""
UCMB: ""MOH opportunities, CDC training, senior technical advisor identifies gaps.""
UPMB: ""CMEs, performance appraisals, scholarship programs.""
UMMB: ""Training assessments, performance management, on-the-job training.""
AIC: ""Training assessments, on-the-job training, capacity building plans.""",AIC,10,1,3,3_1_10,5,"Documented formal skills building activities for specific staff, occurs always"
Three,Service Delivery Standards,Q11. Is there an identified technical leader or leadership team within the organization who is responsible for providing overall technical direction service delivery and treatment programs?,"ROM: ""Technical leader provides consistent leadership and direction.""
UCMB: ""Deputy program manager, technical advisors, quarterly technical team meetings.""
UPMB: ""Developed protocols for NCD, QI, ICT; clear strategic direction.""
UMMB: ""Frequent management meetings, general staff meeting, data review.""
AIC: ""Leadership provides guidance, frequent management meetings, data engagement.""",ROM,11,1,3,3_1_11,5,There is a technical leader and leadership team that always meet and provide consistent direction
Three,Service Delivery Standards,Q11. Is there an identified technical leader or leadership team within the organization who is responsible for providing overall technical direction service delivery and treatment programs?,"ROM: ""Technical leader provides consistent leadership and direction.""
UCMB: ""Deputy program manager, technical advisors, quarterly technical team meetings.""
UPMB: ""Developed protocols for NCD, QI, ICT; clear strategic direction.""
UMMB: ""Frequent management meetings, general staff meeting, data review.""
AIC: ""Leadership provides guidance, frequent management meetings, data engagement.""",UCMB,11,1,3,3_1_11,5,There is a technical leader and leadership team that always meet and provide consistent direction
Three,Service Delivery Standards,Q11. Is there an identified technical leader or leadership team within the organization who is responsible for providing overall technical direction service delivery and treatment programs?,"ROM: ""Technical leader provides consistent leadership and direction.""
UCMB: ""Deputy program manager, technical advisors, quarterly technical team meetings.""
UPMB: ""Developed protocols for NCD, QI, ICT; clear strategic direction.""
UMMB: ""Frequent management meetings, general staff meeting, data review.""
AIC: ""Leadership provides guidance, frequent management meetings, data engagement.""",UPMB,11,1,3,3_1_11,5,There is a technical leader and leadership team that always meet and provide consistent direction
Three,Service Delivery Standards,Q11. Is there an identified technical leader or leadership team within the organization who is responsible for providing overall technical direction service delivery and treatment programs?,"ROM: ""Technical leader provides consistent leadership and direction.""
UCMB: ""Deputy program manager, technical advisors, quarterly technical team meetings.""
UPMB: ""Developed protocols for NCD, QI, ICT; clear strategic direction.""
UMMB: ""Frequent management meetings, general staff meeting, data review.""
AIC: ""Leadership provides guidance, frequent management meetings, data engagement.""",UMMB,11,1,3,3_1_11,4,There is a technical leader and leadership team that meet often and sometimes provide direction 
Three,Service Delivery Standards,Q11. Is there an identified technical leader or leadership team within the organization who is responsible for providing overall technical direction service delivery and treatment programs?,"ROM: ""Technical leader provides consistent leadership and direction.""
UCMB: ""Deputy program manager, technical advisors, quarterly technical team meetings.""
UPMB: ""Developed protocols for NCD, QI, ICT; clear strategic direction.""
UMMB: ""Frequent management meetings, general staff meeting, data review.""
AIC: ""Leadership provides guidance, frequent management meetings, data engagement.""",AIC,11,1,3,3_1_11,5,There is a technical leader and leadership team that always meet and provide consistent direction
Three,Service Delivery Standards,Q12. Are HIV services integrated with other health care services (describe),"ROM: ""Integrated clinics, challenges with comprehensive treatment.""
UCMB: ""Screening for diabetes, hypertension, and other conditions within HIV clinics.""
UPMB: ""Integrate NCD screening and management into HIV services, immunization services.""
UMMB: ""Early stages of integrating NCD and HIV services.""
AIC: ""Integrated services for NCD and HIV, community safe spaces for services.""",ROM,12,1,3,3_1_12,4,HIV services often integrated 
Three,Service Delivery Standards,Q12. Are HIV services integrated with other health care services (describe),"ROM: ""Integrated clinics, challenges with comprehensive treatment.""
UCMB: ""Screening for diabetes, hypertension, and other conditions within HIV clinics.""
UPMB: ""Integrate NCD screening and management into HIV services, immunization services.""
UMMB: ""Early stages of integrating NCD and HIV services.""
AIC: ""Integrated services for NCD and HIV, community safe spaces for services.""",UCMB,12,1,3,3_1_12,5,HIV services always integrated
Three,Service Delivery Standards,Q12. Are HIV services integrated with other health care services (describe),"ROM: ""Integrated clinics, challenges with comprehensive treatment.""
UCMB: ""Screening for diabetes, hypertension, and other conditions within HIV clinics.""
UPMB: ""Integrate NCD screening and management into HIV services, immunization services.""
UMMB: ""Early stages of integrating NCD and HIV services.""
AIC: ""Integrated services for NCD and HIV, community safe spaces for services.""",UPMB,12,1,3,3_1_12,4,HIV services often integrated 
Three,Service Delivery Standards,Q12. Are HIV services integrated with other health care services (describe),"ROM: ""Integrated clinics, challenges with comprehensive treatment.""
UCMB: ""Screening for diabetes, hypertension, and other conditions within HIV clinics.""
UPMB: ""Integrate NCD screening and management into HIV services, immunization services.""
UMMB: ""Early stages of integrating NCD and HIV services.""
AIC: ""Integrated services for NCD and HIV, community safe spaces for services.""",UMMB,12,1,3,3_1_12,4,HIV services often integrated 
Three,Service Delivery Standards,Q12. Are HIV services integrated with other health care services (describe),"ROM: ""Integrated clinics, challenges with comprehensive treatment.""
UCMB: ""Screening for diabetes, hypertension, and other conditions within HIV clinics.""
UPMB: ""Integrate NCD screening and management into HIV services, immunization services.""
UMMB: ""Early stages of integrating NCD and HIV services.""
AIC: ""Integrated services for NCD and HIV, community safe spaces for services.""",AIC,12,1,3,3_1_12,3,HIV services sometimes integrated
Three,Service Delivery Standards,Q13. Activities can be implemented long-term beyond the life of specific projects (sustainability),"ROM: ""Work with the ministry, capacity building for sustainability, strategic plan.""
UCMB: ""Developing sustainability plan, involving district health teams.""
UPMB: ""Involve district health teams, local VHTs, MOUs with districts.""
UMMB: ""Focus on capacity building, community health workers.""
AIC: ""Deliberate measures for sustainability, capacity building for community structures.""",ROM,13,1,3,3_1_13,3,"Documented, formal sustainability plan, reviewed sometimes "
Three,Service Delivery Standards,Q13. Activities can be implemented long-term beyond the life of specific projects (sustainability),"ROM: ""Work with the ministry, capacity building for sustainability, strategic plan.""
UCMB: ""Developing sustainability plan, involving district health teams.""
UPMB: ""Involve district health teams, local VHTs, MOUs with districts.""
UMMB: ""Focus on capacity building, community health workers.""
AIC: ""Deliberate measures for sustainability, capacity building for community structures.""",UCMB,13,1,3,3_1_13,4,"Documented, formal sustainability plan, reviewed often"
Three,Service Delivery Standards,Q13. Activities can be implemented long-term beyond the life of specific projects (sustainability),"ROM: ""Work with the ministry, capacity building for sustainability, strategic plan.""
UCMB: ""Developing sustainability plan, involving district health teams.""
UPMB: ""Involve district health teams, local VHTs, MOUs with districts.""
UMMB: ""Focus on capacity building, community health workers.""
AIC: ""Deliberate measures for sustainability, capacity building for community structures.""",UPMB,13,1,3,3_1_13,5,"Documented, formal sustainability plan, reviewed and revised for relevance"
Three,Service Delivery Standards,Q13. Activities can be implemented long-term beyond the life of specific projects (sustainability),"ROM: ""Work with the ministry, capacity building for sustainability, strategic plan.""
UCMB: ""Developing sustainability plan, involving district health teams.""
UPMB: ""Involve district health teams, local VHTs, MOUs with districts.""
UMMB: ""Focus on capacity building, community health workers.""
AIC: ""Deliberate measures for sustainability, capacity building for community structures.""",UMMB,13,1,3,3_1_13,3,"Documented, formal sustainability plan, reviewed sometimes "
Three,Service Delivery Standards,Q13. Activities can be implemented long-term beyond the life of specific projects (sustainability),"ROM: ""Work with the ministry, capacity building for sustainability, strategic plan.""
UCMB: ""Developing sustainability plan, involving district health teams.""
UPMB: ""Involve district health teams, local VHTs, MOUs with districts.""
UMMB: ""Focus on capacity building, community health workers.""
AIC: ""Deliberate measures for sustainability, capacity building for community structures.""",AIC,13,1,3,3_1_13,2,Informal sustainability plan
Three,Service Delivery Standards,Q14. The organization has capacity to collect and manage data accurately,"ROM: ""Data management protocols and SOPs, capacity to manage data.""
UCMB: ""SI and technical teams grounded in data collection, national and custom systems.""
UPMB: ""Protocols, standard data collection tools, data management push.""
UMMB: ""Data staff at each level, customize SOPs for data generation.""
AIC: ""Data staff, M&E specialists, customize SOPs for data management.""",ROM,14,1,3,3_1_14,4,Collection and management of data occur with specific documented procedures and data use protocol 
Three,Service Delivery Standards,Q14. The organization has capacity to collect and manage data accurately,"ROM: ""Data management protocols and SOPs, capacity to manage data.""
UCMB: ""SI and technical teams grounded in data collection, national and custom systems.""
UPMB: ""Protocols, standard data collection tools, data management push.""
UMMB: ""Data staff at each level, customize SOPs for data generation.""
AIC: ""Data staff, M&E specialists, customize SOPs for data management.""",UCMB,14,1,3,3_1_14,5,Collection and management of data occur with specific documented procedures and data use protocol is implemented
Three,Service Delivery Standards,Q14. The organization has capacity to collect and manage data accurately,"ROM: ""Data management protocols and SOPs, capacity to manage data.""
UCMB: ""SI and technical teams grounded in data collection, national and custom systems.""
UPMB: ""Protocols, standard data collection tools, data management push.""
UMMB: ""Data staff at each level, customize SOPs for data generation.""
AIC: ""Data staff, M&E specialists, customize SOPs for data management.""",UPMB,14,1,3,3_1_14,4,Collection and management of data occur with specific documented procedures and data use protocol 
